model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,uis,1,0.09782732247076413,0.15020952140666433,7,13.0,0.8571428571428571,0.8571428571428571,1.8571428571428572,0.9883305633600161,1.0,0.3615554329840044,7.095369100570679,2.008322117,2.4796946859999998,0.8571428571428571,0.8571428571428571,Correlation,Correlation,Correlation
