model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,zinc,2,0.0827967755297977,0.16050778718280923,4,9.0,2.25,0.9999999999999991,1.0,0.28994845360824745,1706400608.440638,0.07017677800000001,0.059741550000000004,Correlation,Correlation,Correlation
