model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
complex,no_discretization,GBSG2,0,0.15929089232486898,0.24773485655666685,8,60.0,7.5,1.0,1.0,0.4003241491085899,9426.733328663,9339.867717616999,86.851666412,Correlation,Correlation,Correlation
