model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
plain,no_discretization,whas1,0,0.21099135047308906,0.2095791289303518,4,5.0,1.25,0.9999999999999971,1.0,0.40357967667436484,53.98476955,46.384935114,7.595453855,Correlation,Correlation,Correlation
