model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
complex,no_discretization,follic,0,0.1590087199572366,0.21431657251627761,25,292.0,10.16,1.24,11.68,0.9999962193403421,1.0,0.24073921971252563,3646.973058355,3614.9260625830007,32.027205505,1.0,1.0,Correlation,Correlation,Correlation
