time,probability
0.5,0.9955357142857143
6.0,0.9933035714285714
10.0,0.9910714285714286
13.0,0.9888392857142858
14.0,0.986607142857143
16.0,0.9799107142857144
18.0,0.9776785714285715
19.0,0.9754464285714287
28.0,0.9732142857142858
29.0,0.9709821428571429
35.0,0.9665178571428572
38.0,0.9642857142857144
42.0,0.9620535714285716
43.0,0.9575892857142859
45.0,0.955357142857143
46.0,0.9531250000000001
49.0,0.9508928571428572
60.0,0.9486607142857143
63.0,0.9464285714285715
64.0,0.9441964285714286
65.0,0.9419642857142857
70.0,0.9397321428571429
73.0,0.9375
75.0,0.9352678571428572
76.0,0.9330357142857143
77.0,0.9308035714285715
80.0,0.9285714285714287
86.0,0.9263392857142858
98.0,0.924107142857143
99.0,0.924107142857143
106.0,0.9218695952957455
110.0,0.919632047734348
115.0,0.9151569526115532
123.0,0.9129194050501558
125.0,0.9106818574887584
126.0,0.908444309927361
127.0,0.9039692148045662
131.0,0.9017316672431687
136.0,0.8972565721203738
140.0,0.8950190245589764
141.0,0.892781476997579
149.0,0.8905439294361815
150.0,0.8883063818747842
152.0,0.8860688343133868
153.0,0.8838312867519894
156.0,0.8815937391905919
161.0,0.8793561916291945
163.0,0.8771186440677972
165.0,0.8726435489450023
167.0,0.8704060013836049
169.0,0.8681684538222074
173.0,0.8636933586994126
182.0,0.8614558111380151
183.0,0.8592182635766176
184.0,0.8547431684538227
186.0,0.8525056208924253
187.0,0.8502680733310279
190.0,0.8480305257696304
192.0,0.845792978208233
193.0,0.8435554306468355
199.0,0.841317883085438
203.0,0.8390803355240406
206.0,0.8368427879626431
212.0,0.8346052404012456
213.0,0.8323676928398481
216.0,0.8301301452784506
220.0,0.8278925977170531
225.0,0.8256550501556558
226.0,0.8234175025942583
230.0,0.8211738581730205
231.0,0.8211738581730205
233.0,0.8189240667807656
237.0,0.8166742753885107
241.0,0.8144244839962558
242.0,0.8099249012117461
243.0,0.8076751098194912
245.0,0.8054253184272364
248.0,0.8031755270349815
251.0,0.8009257356427266
253.0,0.7986759442504718
255.0,0.7964261528582169
260.0,0.7919265700737073
264.0,0.7896767786814525
265.0,0.7874269872891977
266.0,0.7851771958969428
274.0,0.7829274045046879
279.0,0.780677613112433
281.0,0.7784278217201781
296.0,0.7761780303279232
299.0,0.7739282389356684
301.0,0.7716784475434135
303.0,0.7694286561511587
306.0,0.767178864758904
307.0,0.7649290733666491
311.0,0.7626792819743942
317.0,0.7604294905821393
319.0,0.7581796991898844
324.0,0.7559299077976295
331.0,0.7536801164053746
334.0,0.7514303250131197
335.0,0.7446809508363551
338.0,0.7424311594441003
347.0,0.7401813680518454
349.0,0.7379315766595906
356.0,0.7356817852673357
357.0,0.7334319938750808
359.0,0.7334319938750808
360.0,0.7311752800477729
361.0,0.7289185662204649
365.0,0.726661852393157
368.0,0.7244051385658491
372.0,0.7221484247385411
373.0,0.7198917109112332
374.0,0.7176349970839252
376.0,0.7153782832566172
379.0,0.7131215694293093
382.0,0.7108648556020013
386.0,0.7086081417746933
388.0,0.7086081417746933
393.0,0.7063442179990553
395.0,0.7040802942234173
396.0,0.701809067467858
401.0,0.6995378407122986
408.0,0.6972666139567392
418.0,0.6949953872011797
423.0,0.6927241604456204
424.0,0.6904454625494176
426.0,0.6904454625494176
428.0,0.6881516238034062
430.0,0.6858577850573949
434.0,0.6812701075653722
436.0,0.6789762688193609
437.0,0.6789762688193609
439.0,0.6766746543487868
440.0,0.6743730398782127
447.0,0.6720714254076386
450.0,0.6697698109370646
451.0,0.6651665819959164
456.0,0.6628649675253423
457.0,0.6605633530547682
458.0,0.6582617385841941
464.0,0.65596012411362
465.0,0.653658509643046
466.0,0.6513568951724719
468.0,0.6513568951724719
474.0,0.6513568951724719
475.0,0.6490388991042424
477.0,0.6444029069677836
478.0,0.6420849108995541
479.0,0.6397585162948456
480.0,0.6374321216901371
488.0,0.6351057270854286
489.0,0.63277933248072
493.0,0.6304529378760115
498.0,0.628126543271303
504.0,0.6258001486665945
505.0,0.6211473594571775
506.0,0.6211473594571775
515.0,0.6141419381099161
518.0,0.611806797660829
522.0,0.6094716572117419
536.0,0.6071365167626548
539.0,0.6071365167626548
544.0,0.6047923603272778
545.0,0.6001040474565237
554.0,0.5977598910211467
562.0,0.5977598910211467
563.0,0.5954065056234257
575.0,0.5906997348279835
577.0,0.5883463494302625
582.0,0.5859929640325415
590.0,0.5836395786348204
592.0,0.5789328078393783
593.0,0.5765794224416573
596.0,0.5742260370439362
598.0,0.569519266248494
601.0,0.567165880850773
602.0,0.564812495453052
603.0,0.564812495453052
608.0,0.5624492632545037
612.0,0.5600860310559554
617.0,0.5577227988574072
623.0,0.5577227988574072
627.0,0.5553495103516309
638.0,0.5529762218458547
640.0,0.5506029333400785
641.0,0.5482296448343023
645.0,0.545856356328526
651.0,0.5411097793169737
668.0,0.5387364908111975
677.0,0.5363632023054212
689.0,0.533989913799645
690.0,0.5316166252938688
693.0,0.5292433367880925
694.0,0.5244967597765401
698.0,0.5221234712707639
699.0,0.5197501827649876
700.0,0.5173768942592114
707.0,0.5150036057534352
719.0,0.512630317247659
735.0,0.5102570287418827
736.0,0.5078837402361065
743.0,0.5054993095307727
753.0,0.5031148788254388
764.0,0.5007304481201049
768.0,0.4983460174147711
770.0,0.4983460174147711
771.0,0.495950123100277
778.0,0.49355422878578287
779.0,0.49115833447128876
781.0,0.49115833447128876
790.0,0.49115833447128876
795.0,0.48873883528670115
797.0,0.4863072987927375
805.0,0.48387576229877377
809.0,0.48387576229877377
813.0,0.4814319453174668
