model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,whas500,0,0.1953245355435407,0.1826878579470723,4,6.0,1.5,0.9999955638807894,1.0,0.35333333333333333,0.4126296043395996,0.243033179,0.035595559,Correlation,Correlation,Correlation
