model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
complex,no_discretization,pbc,0,0.14474233989349786,0.19133995888838803,6,13.0,2.1666666666666665,0.9999999999705218,1.0,0.45523049645390073,3393.574325509,3356.409888925,37.149245596,Correlation,Correlation,Correlation
