model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,whas500,40,0.18707832651973486,0.16954467380355676,13,48.0,3.6923076923076925,0.9699864761570196,1.0,0.19401709401709402,1706504640.1334434,490.7023080409999,610.3996770649999,Correlation,Correlation,Correlation
