model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
plain,no_discretization,GBSG2,0,0.16979635157957332,0.14931122241611106,8,25.0,3.125,0.9575985943526176,1.0,0.2821601941747573,49.917655928,27.268828968,22.638347123,Correlation,Correlation,Correlation
