model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
complex,no_discretization,whas500,0,0.16700260265125,0.16994287371581743,11,37.0,3.3636363636363638,0.99531421854591,1.0,0.22323232323232325,15209.64384029,15160.214932308,49.408533744,Correlation,Correlation,Correlation
