model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
complex,no_discretization,mgus,0,0.13203005150988187,0.18278820118998584,19,121.0,5.0,1.3157894736842106,6.368421052631579,0.9989236971003502,1.0,0.2459374242056755,64.690170919,61.583029147999994,3.0949146840000004,1.0,1.0,Correlation,Correlation,Correlation
