model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,GBSG2,1,0.17527950489444327,0.18218679942677019,4,9.0,1.75,0.25,2.25,1.0,1.0,0.32212317666126417,1706724641.4410505,0.39019718099999995,0.414653788,1.0,1.0,Correlation,Correlation,Correlation
