model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,GBSG2,2,0.1748935177336456,0.18201217078320023,4,8.0,1.5,0.0,2.0,1.0,1.0,0.32131280388978933,1.5032777786254883,0.44929093,0.561904616,1.0,1.0,Correlation,Correlation,Correlation
