model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,bmt-ch,0.75,0.1667397686285725,0.2284741137813103,16,63.0,2.1875,1.0,3.9375,0.9773398056023204,1.0,0.1826636904761904,1.622704029083252,0.6782629659999999,0.2370265,0.8125,0.625,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,2.076923076923077,0.186948598257232,0.3033150225113466,13,39.0,0.6153846153846154,0.3076923076923077,3.0,0.9243985870391072,1.0,0.1506410256410256,2.2217280864715576,0.8881078440000001,1.1568929799999996,0.6153846153846154,0.5384615384615384,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,1.5833333333333333,0.2126105358814678,0.2027926768931442,12,33.0,0.9166666666666666,0.25,2.75,0.9754704237511976,1.0,0.2207341269841269,0.8551673889160156,0.41897552,0.2984102519999999,0.8333333333333334,0.6666666666666666,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,1.4615384615384615,0.2035171266469097,0.2623678238927329,13,48.0,1.6153846153846154,0.6153846153846154,3.6923076923076925,0.9927062213065666,1.0,0.1807009558488848,1.4989299774169922,0.7251815220000001,0.4650912279999999,0.9230769230769232,0.8461538461538461,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,0.8571428571428571,0.1972515242227007,0.2246691310634458,14,45.0,1.9285714285714286,0.42857142857142855,3.2142857142857144,0.9617459104436766,1.0,0.1491969568892645,0.5554826259613037,0.274364417,0.079045872,0.8571428571428571,0.7142857142857143,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,0.42857142857142855,0.2059130877696782,0.2171923335661665,7,19.0,1.7142857142857142,0.5714285714285714,2.7142857142857144,0.9919811319519588,1.0,0.3069727891156462,0.9588401317596436,0.310832678,0.109187648,0.8571428571428571,0.8571428571428571,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,1.7,0.1784582885654969,0.2313573453315199,10,27.0,0.6,0.4,2.7,0.9675232914195566,1.0,0.1851190476190476,3.227752685546875,0.937873738,2.164417594000001,0.7,0.6,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,2.5294117647058822,0.1831112415768014,0.2855721049617467,17,59.0,0.47058823529411764,0.47058823529411764,3.4705882352941178,0.9641694830329212,1.0,0.174719887955182,9.32835340499878,2.437727161,6.663259304,0.7647058823529411,0.7058823529411765,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,0.375,0.1911986694257573,0.3020890797806197,8,23.0,1.75,0.75,2.875,0.9953882186541866,1.0,0.2886904761904762,0.4310121536254883,0.1875584949999999,0.0450927539999999,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,bmt-ch,0.125,0.1924055461457255,0.3651202487958027,8,20.0,1.375,1.0,2.5,0.9682506028059192,1.0,0.3232248520710059,2.379298686981201,0.664261052,0.273035375,0.75,0.75,Correlation,Correlation,Correlation
