model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
plain,no_discretization,zinc,0,0.08294766164526801,0.07503116662611165,14,37.0,0.9285714285714286,1.5,2.642857142857143,0.993849764694343,1.0,0.125,25.693155855,21.182549606,4.494632493,0.9285714285714286,0.9285714285714286,Correlation,Correlation,Correlation
