model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
complex,no_discretization,bmt-ch,0,0.188185403593,0.244030704459537,12,40.0,0.25,3.0833333333333335,3.3333333333333335,0.9804885012666662,1.0,0.1844181459566075,3050.454829,3020.593816407,29.836009571,0.8333333333333334,0.6666666666666666,Correlation,Correlation,Correlation
