model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
plain,no_discretization,follic,0,0.1769459816941547,0.168683134309182,3,4.0,1.3333333333333333,0.0,1.3333333333333333,0.9999999984675856,1.0,0.3709787816563997,1.970334713,1.859105882,0.107542411,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.1861453983120176,0.1959539302088093,4,4.0,1.0,0.0,1.0,0.9999974566895762,1.0,0.6694045174537987,5.074301549,4.317927407,0.7519664840000001,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.1770411894053425,0.2298192804751377,8,8.0,1.0,0.0,1.0,0.9999999529541512,1.0,0.6463039014373717,12.20954811,9.280155211,2.925469831,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.1837366587779651,0.1579216266906887,3,3.0,1.0,0.0,1.0,0.9999309375838172,1.0,0.6221765913757701,2.220287938,1.997328678,0.220182825,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.182732570144043,0.2141494886956975,4,4.0,1.0,0.0,1.0,0.9999994338059096,1.0,0.6709445585215605,4.304007643,3.643082197,0.65773686,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.1939603746763853,0.2055817648375348,2,2.0,1.0,0.0,1.0,0.9987728203034208,1.0,0.5,1.528004584,1.3563480879999998,0.168394286,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.1872219374014574,0.2395766246136146,2,2.0,1.0,0.0,1.0,0.9939553693062546,1.0,0.5,1.134603559,1.031171994,0.100050258,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.1807358712504978,0.1864519350142049,5,5.0,1.0,0.0,1.0,0.995909204300441,1.0,0.5102880658436214,5.430448246,4.71750837,0.7061504580000001,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.1838821436395645,0.2230549091573988,5,5.0,1.0,0.0,1.0,0.999907068975152,1.0,0.71129363449692,4.870276082,4.244967654,0.6218583029999999,1.0,1.0,Correlation,Correlation,Correlation
plain,no_discretization,follic,0,0.1848161918076841,0.2001122671204801,3,3.0,1.0,0.0,1.0,0.9996850578074796,1.0,0.6119096509240246,1.685981676,1.568633338,0.114266472,1.0,1.0,Correlation,Correlation,Correlation
