model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
plain,no_discretization,pbc,0,0.1460712617992506,0.12090094231952488,4,8.0,2.0,0.999999920744365,1.0,0.4396551724137931,67.215574665,49.843407854999995,17.367010837,Correlation,Correlation,Correlation
