model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
plain,no_discretization,whas1,0,0.2015453412033349,0.19519173043998203,3,3.0,1.0,0.999999999999886,1.0,0.5280665280665281,21.924994302,19.290740313999997,2.593453514,Correlation,Correlation,Correlation
