time,probability
15.0,1.0
17.0,1.0
63.0,1.0
65.0,1.0
72.0,0.995260663507109
148.0,0.995260663507109
160.0,0.9904986507630558
168.0,0.9904986507630558
175.0,0.9857136331265193
177.0,0.9809286154899828
180.0,0.9761201418846397
186.0,0.9761201418846397
191.0,0.9712878639545177
227.0,0.9664555860243957
229.0,0.9664555860243957
238.0,0.9615990252906048
242.0,0.9567424645568139
249.0,0.951885903823023
251.0,0.947029343089232
272.0,0.9421727823554411
275.0,0.9373162216216502
276.0,0.9373162216216502
286.0,0.9324343663007041
293.0,0.927552510979758
296.0,0.927552510979758
308.0,0.9226448257364788
336.0,0.9177371404931995
338.0,0.9128294552499204
343.0,0.9079217700066413
344.0,0.9030140847633622
348.0,0.8981063995200831
350.0,0.893198714276804
357.0,0.8882910290335249
358.0,0.8833833437902457
359.0,0.8784756585469666
360.0,0.8735679733036874
370.0,0.8686602880604083
375.0,0.8637526028171292
379.0,0.85884491757385
392.0,0.8539372323305708
410.0,0.8490295470872916
417.0,0.8441218618440124
420.0,0.834306491357454
426.0,0.8293988061141749
436.0,0.8244911208708958
446.0,0.8195834356276167
449.0,0.8146757503843375
455.0,0.8097680651410584
456.0,0.8048603798977791
463.0,0.8048603798977791
488.0,0.8048603798977791
490.0,0.7998921059477928
491.0,0.7949238319978065
495.0,0.7899555580478202
498.0,0.7849872840978339
500.0,0.7800190101478476
502.0,0.7750507361978612
503.0,0.770082462247875
515.0,0.7651141882978887
525.0,0.7601459143479025
526.0,0.7601459143479025
530.0,0.7551449543850873
533.0,0.7501439944222722
537.0,0.7451430344594571
540.0,0.7401420744966419
541.0,0.7401420744966419
544.0,0.7351070943980254
546.0,0.7351070943980254
548.0,0.7300373902987286
552.0,0.7249676861994319
564.0,0.7198979821001351
573.0,0.7148282780008384
578.0,0.7097585739015416
579.0,0.7046888698022449
595.0,0.6996191657029481
598.0,0.6945494616036514
622.0,0.6894797575043546
624.0,0.6793403493057613
628.0,0.6793403493057613
646.0,0.67423252713053
648.0,0.6691247049552986
650.0,0.6691247049552986
663.0,0.6691247049552986
670.0,0.6639376917385909
679.0,0.6587506785218831
687.0,0.6535636653051753
698.0,0.6483766520884676
712.0,0.6431896388717598
721.0,0.6431896388717598
722.0,0.6379604548158918
723.0,0.6379604548158918
730.0,0.6326880543628679
737.0,0.6326880543628679
740.0,0.6326880543628679
742.0,0.6273262911903013
745.0,0.6219645280177346
754.0,0.616602764845168
768.0,0.616602764845168
769.0,0.6111939686623156
772.0,0.6111939686623156
779.0,0.6111939686623156
790.0,0.6056877166923847
797.0,0.5946752127525232
806.0,0.5946752127525232
828.0,0.5946752127525232
836.0,0.58906506923599
842.0,0.5834549257194568
855.0,0.5778447822029236
858.0,0.5778447822029236
859.0,0.5664023112682122
867.0,0.5664023112682122
883.0,0.560622695847108
888.0,0.560622695847108
890.0,0.5547828760987007
891.0,0.5489430563502933
936.0,0.5489430563502933
940.0,0.5489430563502933
942.0,0.5489430563502933
945.0,0.5489430563502933
956.0,0.5428436890575122
959.0,0.5367443217647312
964.0,0.5306449544719501
967.0,0.5306449544719501
972.0,0.5306449544719501
973.0,0.5306449544719501
995.0,0.5306449544719501
1013.0,0.5306449544719501
1043.0,0.5241736745393654
1059.0,0.5177023946067806
1080.0,0.5112311146741958
1089.0,0.5112311146741958
1093.0,0.5045917495485569
1100.0,0.5045917495485569
1108.0,0.4978638595545761
1150.0,0.4911359695605954
1167.0,0.4911359695605954
1177.0,0.4911359695605954
1183.0,0.4842185615386152
1192.0,0.477301153516635
1195.0,0.477301153516635
1207.0,0.4702820189060963
1219.0,0.4702820189060963
1225.0,0.46315653377115545
1231.0,0.46315653377115545
1253.0,0.45591971293098116
1280.0,0.4486828920908068
1296.0,0.4414460712506325
1306.0,0.4342092504104582
1331.0,0.4342092504104582
1342.0,0.4342092504104582
1352.0,0.4342092504104582
1357.0,0.4342092504104582
1363.0,0.42645551379598573
1388.0,0.41870177718151325
1401.0,0.41870177718151325
1434.0,0.41870177718151325
1441.0,0.41870177718151325
1449.0,0.41049193841324827
1459.0,0.4022820996449833
1460.0,0.39390122256904614
1469.0,0.39390122256904614
1481.0,0.3853381525131973
1483.0,0.3853381525131973
1502.0,0.37658046722880645
1525.0,0.3678227819444156
1557.0,0.3678227819444156
1582.0,0.3678227819444156
1587.0,0.3586272123958052
1601.0,0.3494316428471948
1603.0,0.3494316428471948
1624.0,0.3494316428471948
1632.0,0.3494316428471948
1655.0,0.3494316428471948
1720.0,0.3494316428471948
1722.0,0.3494316428471948
1729.0,0.3494316428471948
1730.0,0.33815965436825307
1751.0,0.33815965436825307
1756.0,0.33815965436825307
1763.0,0.32608252385510117
1814.0,0.31400539334194927
1820.0,0.31400539334194927
1826.0,0.31400539334194927
1833.0,0.31400539334194927
1838.0,0.31400539334194927
1856.0,0.31400539334194927
1862.0,0.31400539334194927
1904.0,0.31400539334194927
1965.0,0.31400539334194927
1977.0,0.2965606492673965
1981.0,0.2965606492673965
2009.0,0.2965606492673965
2014.0,0.2965606492673965
2027.0,0.2965606492673965
2030.0,0.26960059024308775
2051.0,0.26960059024308775
2059.0,0.26960059024308775
2128.0,0.26960059024308775
2144.0,0.26960059024308775
2153.0,0.26960059024308775
2227.0,0.26960059024308775
2401.0,0.26960059024308775
2438.0,0.26960059024308775
2551.0,0.26960059024308775
