model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,GBSG2,2,0.17036482026483335,0.1923226389109803,3,5.0,1.6666666666666667,0.9999999983747262,1.0,0.4321988114532685,6.863306999206543,4.8353077870000005,0.282379317,Correlation,Correlation,Correlation
