model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
complex,no_discretization,zinc,0,0.08990817518612138,0.061645288355083684,4,12.0,0.0,3.0,3.0,0.9999999999984869,1.0,0.26095360824742264,3402.857419384,3230.244299432,172.54183705499997,1.0,1.0,Correlation,Correlation,Correlation
