model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,pbc,0,0.14984064723750792,0.16003551480555894,2,2.0,1.0,1.0,1.0,0.5,1706341693.137308,0.534813431,0.97137655,Correlation,Correlation,Correlation
